epoch,train_loss,train_acc,valid_loss,valid_acc,lr
1,4.935269735136084,0.008977900552486187,4.845617069880997,0.005215123859191656,0.001
2,4.907483058739762,0.007941988950276244,4.798076139745998,0.01890482398956975,0.001
3,4.861607969575604,0.01289134438305709,4.747174382365201,0.01694915254237288,0.001
4,4.819543838500977,0.018646408839779006,4.674351516882786,0.01694915254237288,0.001
5,4.75367389770283,0.022790055248618785,4.708618622248922,0.030638852672750978,0.001
6,4.701113339067603,0.023595764272559855,4.554911367896327,0.02803129074315515,0.001
7,4.642186721605052,0.03268876611418048,4.4690999356833085,0.039765319426336376,0.001
8,4.601418871027769,0.03913443830570903,4.40628927907235,0.04432855280312907,0.001
9,4.545722900833214,0.039249539594843466,4.419518421028863,0.0514993481095176,0.001
10,4.498351159455807,0.045925414364640885,4.314460546127976,0.06844850065189048,0.001
11,4.445470360322113,0.054558011049723756,4.256504687367704,0.07692307692307693,0.001
12,4.407252231794606,0.06365101289134438,4.203775727919836,0.08148631029986962,0.001
13,4.397704195581088,0.06687384898710866,4.19958009060856,0.08735332464146023,0.001
14,4.346116041390716,0.07447053406998158,4.126901290251969,0.09517601043024772,0.001
15,4.312303722234062,0.08218232044198895,4.093819292769749,0.09191655801825294,0.001
16,4.275732668284773,0.08954880294659301,4.036017742119681,0.10951760104302477,0.001
17,4.251265378288142,0.09231123388581952,4.013774741271018,0.11342894393741851,0.001
18,4.209722028911443,0.1039364640883978,3.9766119309789665,0.12059973924380704,0.001
19,4.186056785161982,0.1057780847145488,3.931063545729377,0.12646675358539766,0.001
20,4.144654940505054,0.11544659300184162,3.9135504614420946,0.13885267275097782,0.001
21,4.1314004183254625,0.11912983425414365,3.792403750189591,0.15840938722294653,0.001
22,4.0957243727935175,0.1300644567219153,3.80714921876691,0.15189048239895697,0.001
23,4.067135089888318,0.13225138121546962,3.746597387955428,0.16558018252933507,0.001
24,4.038366059571999,0.1423802946593002,3.7494810622238894,0.17470664928292046,0.001
25,4.008633150799718,0.1466390423572744,3.694039279820866,0.17535853976531943,0.001
26,3.9823884762014035,0.15630755064456722,3.6621183494234644,0.17601043024771837,0.001
27,3.952850292620299,0.15930018416206262,3.6375921179760233,0.18904823989569752,0.001
28,3.945164716485236,0.16056629834254144,3.6540949907265556,0.17926988265971316,0.001
29,3.907227254484679,0.1724217311233886,3.5376346875977798,0.20404172099087353,0.001
30,3.8864656662633625,0.18243554327808473,3.5672969811898323,0.1981747066492829,0.001
31,3.8660946840739383,0.1875,3.5034116203502075,0.2242503259452412,0.001
32,3.8439572827811617,0.1919889502762431,3.5087026971570827,0.20990873533246415,0.001
33,3.8101979513853292,0.19970073664825047,3.527106257429956,0.21121251629726207,0.001
34,3.785958392844016,0.20603130755064458,3.5526533820016755,0.20338983050847456,0.001
35,3.7736353698575913,0.21282228360957645,3.395634859761483,0.23076923076923075,0.001
36,3.7460380469896517,0.21282228360957645,3.3489222610478606,0.2379400260756193,0.001
37,3.720078229465098,0.22387200736648252,3.3128488983915245,0.2496740547588005,0.001
38,3.7192609340885507,0.22329650092081033,3.4018557146288737,0.24576271186440676,0.001
39,3.682992147038216,0.23756906077348067,3.298269056123736,0.2516297262059974,0.001
40,3.6658366033824548,0.23814456721915286,3.323778757993059,0.25684485006518903,0.001
