4.6628747,0,2.9630837,0,0,0,4.4712424,0,0,0,0,0,0,0,0,0,0,0,3.8344612,0,0,1.1485335,2.3559897,0,4.063879,0,0,0,4.6628737,4.6261797,5.167318,4.115945,3.3433409,0,3.2366061,0,0,0,0,3.2911448,4.6048574,0,4.67787,0,0,0,3.3815296,0,0,0,0,0.24696109,0,3.4211867,5.2409735,3.8298945,0,3.3764527,0,3.187406,0,4.4871106,0,0,0,0,3.385107,4.6628747,0,3.7178478,0,1.8960582,2.5211613,0,0,0,0,0,3.1739664,0,0,0,0,0,1.9611458,0,0,0.17506784,0,2.6105316,0,0,3.2740426,0,0,0,0,3.4340518,3.7420404,0,4.662874,0,3.3017635,4.493169,0,0,0,3.6426218,0,4.6410193,4.6628747,0,0,0,0,0,3.2302082,0.9499723,0,0,0,0,3.741448,3.4879858,4.663188,5.255615,5.115667,0,3.173665,4.783192,0,4.6628747,4.7645493,0,0,0,0,0,3.478912,4.6628737,2.283934,0,4.4990926,2.135948,4.183559,0,4.183559,0,4.958805,0,0,0.9813231,0,0.61227715,3.7178478,2.7859623,0,2.459447,0,3.5161293,0,0,0,3.298962,0.26712668,4.610285,3.3708851,0,0,4.9970117,3.2767665,3.9735398,0,0,0,1.5909797,3.2255576,0,4.6392536,3.69041,4.663188,4.3361883,1.0284146,3.629092,3.868671,0,3.798079,0,0,0,3.0258656,3.996234,0,0,0,0,0,3.9202323,0,3.8344612
2.0876348,0,0,3.708712,0,0,4.116644,2.0930512,3.5738928,0,1.9828327,3.9510872,3.5611746,0,3.9926627,0,2.963577,0,4.361696,3.2790847,0,2.0543013,2.167689,2.8440783,3.4600823,3.2666054,3.5738928,4.541693,2.7929175,2.3586066,4.406378,3.4332705,3.8637524,1.9869868,3.9383178,3.573893,1.0978755,2.188661,3.6328886,3.8710785,4.1073437,2.2586215,3.8842473,0,0,4.170073,1.0455986,3.001044,3.5145795,3.6885226,0,2.9036255,3.0749588,3.871079,4.4241924,3.9156806,3.6885226,2.2228918,2.693317,3.8637526,2.693317,4.0911403,3.1931736,4.1572943,3.2102013,0,3.8637526,2.054302,0,2.6341853,4.540493,3.1098363,4.16477,3.7403526,0,4.3411365,0,0,3.1098363,0,0,3.5738928,3.267558,2.6867876,3.6885226,0,3.886422,0,2.8007307,3.2952735,3.708712,3.5517452,3.2952738,3.6313205,3.9809313,3.1926599,3.0010443,3.8540845,3.9781342,0,1.9869868,3.4477234,4.17786,3.9696467,0,2.4690006,0,3.1098363,0,4.009865,2.0876348,1.5077657,3.561175,3.328218,0,0,2.7422042,3.8842773,0.54234207,2.8685393,3.561175,3.4831195,1.2121062,1.2039815,2.078921,2.9848495,4.1471834,0,2.3154676,0,3.8849697,2.0876348,3.9982505,4.00713,3.8880908,2.5136602,3.5738928,0,2.0543017,2.7929175,4.2031965,3.2667017,4.0911403,3.6909068,2.8550968,3.5145795,2.8550968,0,2.871261,3.2790847,3.2667017,0,3.5738928,2.3586066,2.6341853,0,3.7403526,3.7660167,3.267558,0.24967586,3.0735683,0,3.822852,3.8710785,4.5266604,4.107344,3.664885,0,1.9565477,3.1421711,3.8710783,0,2.1190872,1.5811962,0,3.3230462,4.3431993,3.0749588,2.744053,0,2.078921,3.4600823,4.2069445,3.8470538,3.8425896,3.8849697,4.361696,3.561175,0,0,1.9869868,4.0763235,2.3427227,3.7403526,3.708712,3.39723,0,2.7929175,0,4.361696
0,0,0,0.20570366,0,3.73672,2.310433,4.154748,0.5535918,0.66137546,0,0,0.85685027,0,0,0,0.5657976,0,0.46343783,2.3325646,0,0,0,4.2660193,0,0,0,1.1310898,0,0,0,3.2009861,0,1.0483289,0,0,1.1493202,0,4.035685,0,1.076491,0.8519448,2.7299695,0.19111204,3.4475553,0,0,0,0,0.85789716,4.053198,4.9877715,2.6825533,0,3.1150846,0,0.85789716,0,0,3.198616,0,3.2025542,0.6940908,2.0012434,0,1.3830466,3.198616,0,2.9344797,3.467752,0,0,0,1.1941078,0.61094236,2.8703809,0,4.1766763,0,0.85897356,1.3295565,0,1.1493202,0,2.729412,0,2.8522403,2.2988937,0,0.8323661,0.20570366,0,2.6774683,0,0.97807163,0.84452486,1.2180669,0,0.30104792,0,0,0.9447831,0,0,0,0,2.9372454,0,0,1.682045,0,0,0,0,2.8762438,3.4475553,2.98854,1.9488527,0,3.603786,0,0.9078869,0,0,3.7609947,4.29967,3.382826,3.4475553,0.7143241,4.8792415,0,0,3.285573,4.204743,0,0.85789716,0.5535918,0,0,0,0,0,3.2025542,0,0,0,0,0,4.496592,4.0926733,0,0.44624943,0.30576473,3.8288794,3.467752,2.7646346,2.9287446,0,3.9387202,0,0,0,0,0,2.827181,0,0,1.6779797,0,2.7127535,0,4.4751353,0,0,4.0990024,0,0,2.6825533,0,0,3.7609947,0,0,1.5729597,0,0,2.7922668,0,4.098373,0.9703367,0,2.1242425,4.0659504,2.9287446,0.20570366,0,0,0,0,0.46343783
4.788309,0,0,0,0,0,0,0,2.655322,0,0,0.40889353,3.556811,0.13511564,0,0,0,0,1.1606086,0,0,0.8391291,0.152905,0,1.4322598,0,2.655322,0,5.454526,0,5.6160703,0,4.1999173,0.19916879,4.211692,2.655322,0,0,0,4.092447,3.73466,0,3.8504825,0,0,1.4132286,5.5443773,0,2.663607,0,0,0,0.1529044,4.0924463,3.3534594,0,0,0,0,4.1999173,0,4.0162296,0,0,0,0,4.1999173,4.788309,0,0.09060301,0,0.95073473,3.6075096,0,0,3.666581,0,0,5.1181774,0,0,2.655322,0,0,0,0,0,0,2.4004056,1.4691461,0,3.48121,3.7228076,0,0,0,0,4.1309047,1.2150575,0.22904624,4.788309,0,3.5507395,4.3102026,0.13511552,0,0,0.5867906,0,5.3963714,4.788309,0,3.5568106,0,0,0,5.8951664,0,0,0,3.5568106,0,5.5988097,0,0,5.0155506,5.910305,0,0.08883236,0,2.582488,4.788309,0,0,0,0,2.655322,0,4.88576,5.454526,3.7186658,0,4.0162296,0,4.7883077,2.663607,4.7883077,0,0.81467634,0,0,0,2.655322,0,0.09060301,0,0,2.3672752,0,0,0.44192117,0,0,4.0924463,0,3.73466,2.6218348,0.2759732,0,3.0475929,4.092446,2.0253885,0.4915803,0,0,1.0487417,0,0.1529044,4.8803096,5.465165,0,4.9082384,0,4.1385508,4.127403,2.582488,1.2793877,3.5568106,0.13511564,0,2.1612847,1.9649416,0,0,0,0,0,5.4545264,0,1.1606086
4.1935287,3.8862627,1.4924321,2.7435806,0,4.90015,0,2.639815,2.9017503,0,0,0.37942448,0,0,4.3330755,2.745194,2.9017503,0.269722,0.083632946,3.5634947,0,0,3.9379764,2.2486248,3.7333624,2.9573872,3.3887649,2.1952379,3.375439,0,0,2.0975072,4.01194,0,1.2011467,0,2.1327105,0,2.4627028,3.5096433,2.7257001,1.067317,2.9139931,4.4394298,1.0804396,0,0,3.7820835,2.9070432,2.8802254,2.2079737,4.2400103,4.5941935,0,0,2.625062,2.8802254,2.1419523,4.23058,0,4.335214,1.960386,2.9593952,5.8349257,2.7432463,1.7719822,0.8928823,2.6297874,0.9343433,0,2.4793124,3.309088,2.1444693,2.7263384,3.890163,0,0.21135184,2.596453,3.3090878,4.408701,4.077993,0,2.0556552,3.9079764,3.39626,0,1.100894,0,0.48798978,1.049318,2.7435806,0,0.92600083,3.261922,2.928802,3.49,2.6077187,2.2298388,4.996834,0,2.6297877,1.869365,0,0.48059553,0,2.0983589,2.8621907,3.189554,0,2.6297874,4.1935287,3.5096438,0,2.8501604,0.10596791,1.0804396,0.95798314,0,0,1.2081236,0,2.9336295,0,0,0,0,0,3.1419737,0,0,0,4.1935287,2.9971244,2.4060133,3.5727777,3.2096286,2.9017503,2.6653018,0,3.375439,0,2.1340933,2.0747874,1.1119736,2.6297874,0.83666396,2.6297874,0.269722,0,2.526463,2.1340933,3.1812475,0.18910807,0,0,0,2.7213538,0.17602679,2.2736745,4.2543144,0.26972184,0,1.5327216,0,1.9831676,2.0459096,1.5567558,2.8442032,3.583848,0.84186065,0,1.6676455,4.867354,0,0,0,0,4.5941935,2.1282196,0,0,0.6402168,0,0,0.5764395,0,4.533028,0,2.1038623,1.8274796,2.6297874,3.3468847,2.4145935,2.7213538,2.7435806,3.5146103,0,3.3754385,2.745194,0.083632946
4.7160234,0,0,0,0,0,4.369729,4.487834,0,4.8376174,0,0,0,0.74963623,0,0,0,0,5.318769,0,0,4.835258,4.835258,0,0.42128235,7.2895246,0,0,4.066611,0,0.605257,0,0,4.708447,0,0,0,7.7780986,0,1.3005764,0,7.2895236,4.811339,0,0,0,0.6215124,5.277845,0,0,0,0,4.835259,0,0,5.9287524,0,7.379645,0.3974673,0.38384035,0.39746737,0.17825031,0,0,1.0637522,0,0,4.835258,0,0,0.9472876,5.8374834,0,0,0,0,0,0,4.811339,0,0,0,0,4.789061,0,0,0,0,4.835257,2.5088632,0,0,0,5.1306763,0,0,7.2687216,0,0,0.6513465,5.0650954,0,2.554892,0,0.7496361,7.379645,0,4.7342453,0,0.93628216,4.7160234,4.3697295,0,0,0,0,0.6052572,0,2.2282066,0,0,0,0.605257,0,7.826498,0,0,0,0,0,0.32231516,4.7160234,0,0,0,7.2687216,0,0,4.835257,4.066611,0,0,0.27021253,3.0032957,6.109924,0,6.109924,0,0,0,0,0.75382817,6.822523,0,0,0,0,0,0,0,0,0,3.0106218,0,0.9472874,0,0,1.2279619,0,0,4.466435,0,1.9357613,7.157469,0,0,0,4.835259,0.60525733,0.60525733,7.826498,6.065712,0,2.484173,0,0.32231516,5.318769,0,0.74963623,0,5.0650954,0,0.35097858,0,0,0,0,4.835258,0,5.318769
0,0,3.3250468,0,3.1561308,2.493821,4.3045416,3.6987114,2.0719182,0,0,0,0,4.8064165,2.0266216,1.1113957,0,0,1.4223548,4.399678,0,0,1.3432555,0.29670423,3.3898163,0,4.0294976,0.93949,1.5130944,4.7231884,0,4.730869,1.8609594,4.7325706,1.73004,4.806417,0,4.749968,2.6253445,1.5299306,2.721059,2.07384,0.40379477,0,0,0,4.5572224,0.72887963,0.36181968,0,0.15805985,2.2084265,0,2.1578314,1.2982409,0,0,0.69452614,0.5598764,2.9667938,1.5130951,0,0,1.4436566,0,4.4536357,2.9667938,0,0.17718332,2.5858192,0.82161075,0.95057803,0,3.2921133,0.46163315,4.108402,3.6765323,4.763393,0.95057744,0,2.1880457,5.090434,0,1.3460182,0,1.2782191,1.9177965,0,1.3444194,3.9376438,0,4.7431974,4.387184,0,4.0638604,0.65261525,3.292003,1.4377201,2.2317004,0,0,0,0.6917124,0.40618575,0.8302211,0,2.4465783,0,0,1.9415902,0,1.9945132,0,1.9945132,0.18006949,0,4.6897054,3.9271653,0,1.4454116,0,2.3281543,1.0976324,3.7310517,0,0,2.0940578,0.88746446,1.2844689,3.1336086,1.9428838,0,3.1656325,1.9394602,1.0065116,0,2.0719182,0,1.4880433,1.5130944,0,0,4.8258176,1.1801164,0,0.0487435,0,0,3.175612,1.5370896,0,0.69846976,4.007107,5.089659,2.5858192,4.7609935,3.4276454,2.3171036,0,1.0242615,4.026156,1.9945132,0,1.862156,4.7204504,2.3135612,0,0.55884904,0,1.0500323,2.4990335,4.8644156,0,0,0,4.8064165,0,0,0,0,0,4.922825,0,0,4.442549,1.9428838,1.4685112,0,0.93489987,0,0,3.0911598,2.6083617,3.4276454,0,1.576095,0,1.5130951,0,1.4223548
1.967297,1.038062,0,0,0,0,1.0733688,3.7410347,2.9211774,0,1.440187,1.8301872,1.3162333,0,1.4672525,2.7599416,2.4819088,0,0,1.5092391,0.5621518,0,1.4606391,0,0.46956238,1.050395,0.74825144,0,2.1113186,0.8480177,0,1.8215283,0.97803533,0,0,0,2.8209858,1.3040141,0,0,2.0984437,0.28705433,1.9241434,2.5991051,2.599105,1.0262114,0,3.0856235,0.92062986,0,0,1.7909724,3.3872209,0,2.0022964,0.7731391,0,0,0,0,1.8177258,3.1279435,2.5980194,0,0,0.09257293,0.89379966,1.9241434,0,2.577101,0,0,0.9402833,0,0.4983901,1.438434,1.3147976,0,0,1.9414817,0,0,2.385481,2.8919046,0.7127317,0,2.939053,0,1.565789,0.78111994,0,0,0,0,2.2125893,0,0,0,0,1.2868941,1.9241434,2.595204,0,0.7294506,0,0,1.3631463,0,0,1.9241434,1.967297,0,0.723549,0,0,2.599105,3.747088,0,0,0.13203004,0.9636358,0,0,0.850263,1.8036846,0,2.7148335,2.1254044,0.089096844,1.9852587,0,1.967297,2.4781284,0.63761973,1.9519635,0,2.9211774,1.3686581,0,2.1113186,1.5048563,2.8209853,0,0.8770677,1.9241434,1.2846962,1.9241434,0,1.8006097,0.00101158,2.8209853,0,11.31563,3.3991592,2.577101,0,0,0.95191383,2.8209853,0.89916706,0.5143852,0,0.09096035,0,0,2.1556532,0,0,1.8802184,3.116547,0,2.5508533,1.7409744,1.1626693,0,0,0.912514,3.3872209,0.9402833,0,1.8036846,0,0.5433965,0,0,0,0,0.9636358,1.6493345,0.39048192,1.9241434,0.90853167,1.1297832,0,0,1.2109985,3.022544,2.1113183,1.0365242,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.545026,2.6563332,0.7416461,2.4302893,0,0,0.85651505,0.8790405,1.1951665,0,0,0,0,0,7.7632313,7.5636578,1.1951666,4.8393087,6.0907087,1.5874052,0,0,0,0.32264405,3.995753,4.5185204,0.95595884,1.9582367,6.7821817,0,3.4201877,2.764122,7.545026,0,3.2013202,0,0,4.8084583,0,4.978854,6.329913,4.5185204,6.7821817,0.030193716,0.030194312,0,0,2.7720745,0.56393695,2.0290697,0,6.455557,2.8103232,4.9816732,2.5666509,6.7704325,2.0290697,4.500147,4.1515017,0.66831285,2.4646819,2.6607401,1.3727252,5.9096518,5.975543,7.0208664,1.484172,6.7821817,7.0133657,0,0.21275488,2.0386944,1.5962521,2.3584068,0,0,0,0,2.0386944,2.4007375,0,0,0,1.9299829,2.53302,0,0,0,0,0,2.4302893,0,0,2.5175643,1.95745,2.3367305,4.539772,1.0874214,11.017868,0,6.7821817,0,5.073056,2.556951,0,4.500147,0,2.0043702,0,6.7821817,7.545026,1.6907109,0,0.53074217,0,0.030194312,1.4951216,0,0,6.4183884,0,1.7237308,0,0,4.704711,0,0.24732925,1.5438055,0.8261353,0,0,7.545026,1.1990808,6.1510344,1.430095,4.539772,1.1951665,7.5594616,0,6.7821817,0,0,2.6506908,0.2539081,6.7821817,0,6.7821817,4.8393087,0,1.4371612,0,2.5885675,0,0,0,0,2.3303797,0,0,0,4.8393097,0,0.26315957,4.978854,0.89772224,2.2568264,3.1126962,0,1.7213342,6.453412,4.848179,0,7.545027,4.560481,0,0,0,2.8103232,1.1627774,0,4.704711,2.3506794,0.27722412,0.80044085,2.743265,0,0.54331917,0,0.035500675,0.6790904,6.7821817,1.4319694,0,2.3303797,2.4302893,5.2332783,0,2.1178308,7.5636578,6.0907087
